# Log start time:	 Mon, 16 May 2022 09:16:28
# Angle step size:	 10 degrees
# Number of angles: 	 19
# Minimum angle: 	 0 
# Maximum angle: 	 180 
# Lateral step size:	0.5 cm
# Lateral start/stop: 	 0.0 	 28.0 
# Number of lateral steps:	56
# Time per slice:	40 s
# Lower Trigger Threshold:	204 V 
# Upper Trigger Threshold:	1023 V 
# 

9.740000000000000000e+02,9.860000000000000000e+02,1.197000000000000000e+03,1.909000000000000000e+03,1.151000000000000000e+03,1.653000000000000000e+03,1.012000000000000000e+03,1.242000000000000000e+03,1.213000000000000000e+03,9.430000000000000000e+02,2.241610000000000000e+05,1.327000000000000000e+03,1.360000000000000000e+03,1.006000000000000000e+03,1.129000000000000000e+03,1.156000000000000000e+03,1.041000000000000000e+03,1.113000000000000000e+03,1.047000000000000000e+03,2.191160000000000000e+05,1.188000000000000000e+03,1.305000000000000000e+03,1.902000000000000000e+03,2.535000000000000000e+03,3.791000000000000000e+03,5.465000000000000000e+03,7.750000000000000000e+03,9.845000000000000000e+03,1.155100000000000000e+04,1.307500000000000000e+04,1.188700000000000000e+04,9.002000000000000000e+03,3.561400000000000000e+04,2.243350000000000000e+05,3.865000000000000000e+03,4.131000000000000000e+03,5.570000000000000000e+03,5.413000000000000000e+03,5.101000000000000000e+03,4.264000000000000000e+03,3.494000000000000000e+03,2.156000000000000000e+03,1.301000000000000000e+03,1.484000000000000000e+03,1.236000000000000000e+03,1.194000000000000000e+03,1.070000000000000000e+03,1.072000000000000000e+03,9.880000000000000000e+02,1.026000000000000000e+03,1.068000000000000000e+03,1.040000000000000000e+03,9.370000000000000000e+02,9.690000000000000000e+02,1.296000000000000000e+03,1.244000000000000000e+03
1.140000000000000000e+03,1.010000000000000000e+03,9.230000000000000000e+02,9.930000000000000000e+02,4.701000000000000000e+04,1.308000000000000000e+03,1.305610000000000000e+05,1.007000000000000000e+03,1.017000000000000000e+03,9.950000000000000000e+02,1.062000000000000000e+03,9.296800000000000000e+04,8.670000000000000000e+02,1.027000000000000000e+03,1.088000000000000000e+03,1.144000000000000000e+03,1.014000000000000000e+03,1.913000000000000000e+03,1.251000000000000000e+03,1.131000000000000000e+03,1.600000000000000000e+03,1.291000000000000000e+03,1.475000000000000000e+03,2.104000000000000000e+03,3.662000000000000000e+03,6.321000000000000000e+03,9.514000000000000000e+03,1.136500000000000000e+04,1.309700000000000000e+04,1.205700000000000000e+04,9.063000000000000000e+03,6.151000000000000000e+03,3.833000000000000000e+03,2.277000000000000000e+03,2.614040000000000000e+05,3.641000000000000000e+03,4.568000000000000000e+03,5.211000000000000000e+03,5.515000000000000000e+03,4.628000000000000000e+03,3.832000000000000000e+03,2.381000000000000000e+03,1.570000000000000000e+03,2.418000000000000000e+04,1.233000000000000000e+03,1.177000000000000000e+03,1.137000000000000000e+03,9.970000000000000000e+02,9.840000000000000000e+02,9.740000000000000000e+02,1.363000000000000000e+03,1.412000000000000000e+03,9.460000000000000000e+02,1.185000000000000000e+03,1.291000000000000000e+03,1.035000000000000000e+03
9.570000000000000000e+02,9.830000000000000000e+02,1.000000000000000000e+03,9.490000000000000000e+02,1.383000000000000000e+03,1.763000000000000000e+03,1.255000000000000000e+03,1.055000000000000000e+03,1.261840000000000000e+05,1.043000000000000000e+03,1.016000000000000000e+03,1.036000000000000000e+03,1.013000000000000000e+03,1.004000000000000000e+03,1.441000000000000000e+03,1.074000000000000000e+03,4.595000000000000000e+04,1.105000000000000000e+03,1.151000000000000000e+03,1.227940000000000000e+05,1.178000000000000000e+03,1.217000000000000000e+03,1.473000000000000000e+03,2.419000000000000000e+03,1.042000000000000000e+05,8.932000000000000000e+03,1.056400000000000000e+04,1.263800000000000000e+04,1.230000000000000000e+04,9.779000000000000000e+03,6.874000000000000000e+03,4.442000000000000000e+03,2.247000000000000000e+03,1.698000000000000000e+03,2.611000000000000000e+03,3.292000000000000000e+03,4.488000000000000000e+03,5.418000000000000000e+03,5.470000000000000000e+03,5.421000000000000000e+03,3.899000000000000000e+03,3.312000000000000000e+03,2.090000000000000000e+03,1.369000000000000000e+03,1.473000000000000000e+03,1.335000000000000000e+03,1.293000000000000000e+03,1.425000000000000000e+03,1.720000000000000000e+03,1.324000000000000000e+03,1.372000000000000000e+03,1.175000000000000000e+03,1.076000000000000000e+03,1.013000000000000000e+03,1.014000000000000000e+03,1.413620000000000000e+05
1.608000000000000000e+03,9.430000000000000000e+02,9.340000000000000000e+02,1.315000000000000000e+03,1.111000000000000000e+03,1.024000000000000000e+03,1.037000000000000000e+03,1.249000000000000000e+03,2.077000000000000000e+03,1.124000000000000000e+03,1.045000000000000000e+03,1.003000000000000000e+03,1.027000000000000000e+03,1.096000000000000000e+03,1.061000000000000000e+03,1.113000000000000000e+03,1.309000000000000000e+03,1.012000000000000000e+03,1.131000000000000000e+03,1.245000000000000000e+03,1.291000000000000000e+03,2.055000000000000000e+03,1.918000000000000000e+03,3.692000000000000000e+03,6.383000000000000000e+03,9.855000000000000000e+03,1.199500000000000000e+04,1.238200000000000000e+04,1.084700000000000000e+04,8.295000000000000000e+03,5.214000000000000000e+03,2.899000000000000000e+03,1.743000000000000000e+03,9.250400000000000000e+04,2.259000000000000000e+03,3.409000000000000000e+03,4.517000000000000000e+03,5.362000000000000000e+03,2.007470000000000000e+05,4.900000000000000000e+03,3.797000000000000000e+03,2.616000000000000000e+03,1.595000000000000000e+03,1.267000000000000000e+03,1.095000000000000000e+03,1.489000000000000000e+03,1.118000000000000000e+03,1.548000000000000000e+03,1.024000000000000000e+03,1.026000000000000000e+03,1.187420000000000000e+05,1.143000000000000000e+03,2.639000000000000000e+04,9.610000000000000000e+02,1.141000000000000000e+03,1.009000000000000000e+03
9.380000000000000000e+02,9.890000000000000000e+02,9.890000000000000000e+02,9.830000000000000000e+02,1.198000000000000000e+03,9.930000000000000000e+02,1.064000000000000000e+03,1.052000000000000000e+03,1.135000000000000000e+03,1.170000000000000000e+03,9.880000000000000000e+02,1.129000000000000000e+03,6.348200000000000000e+04,1.042000000000000000e+03,1.169000000000000000e+03,1.112000000000000000e+03,1.104000000000000000e+03,2.103000000000000000e+03,1.168000000000000000e+03,1.222000000000000000e+03,1.467000000000000000e+03,2.538000000000000000e+04,3.627000000000000000e+03,5.735000000000000000e+03,9.142000000000000000e+03,1.153900000000000000e+04,1.217900000000000000e+04,1.151400000000000000e+04,1.008500000000000000e+04,7.119000000000000000e+03,4.852000000000000000e+03,3.018000000000000000e+03,1.301490000000000000e+05,2.037000000000000000e+03,3.118000000000000000e+03,2.432320000000000000e+05,5.313000000000000000e+03,5.587000000000000000e+03,5.773000000000000000e+03,4.329000000000000000e+03,3.390000000000000000e+03,2.082000000000000000e+03,1.557000000000000000e+03,1.399000000000000000e+03,1.108000000000000000e+03,1.103000000000000000e+03,1.106000000000000000e+03,1.355000000000000000e+03,1.125000000000000000e+03,1.172000000000000000e+03,1.218000000000000000e+03,1.058000000000000000e+03,1.143000000000000000e+03,1.223000000000000000e+03,1.435000000000000000e+03,1.055550000000000000e+05
1.391000000000000000e+03,2.387900000000000000e+04,1.097000000000000000e+03,1.303000000000000000e+03,9.360000000000000000e+02,1.001000000000000000e+03,1.045000000000000000e+03,1.120000000000000000e+03,1.142000000000000000e+03,9.600000000000000000e+02,1.018000000000000000e+03,1.410000000000000000e+03,1.066000000000000000e+03,1.104000000000000000e+03,1.403000000000000000e+03,1.184000000000000000e+03,1.241000000000000000e+03,1.251000000000000000e+03,1.212000000000000000e+03,1.464000000000000000e+03,1.833000000000000000e+03,3.496000000000000000e+03,5.814100000000000000e+04,8.130000000000000000e+03,1.031600000000000000e+04,1.162200000000000000e+04,1.092000000000000000e+04,9.784000000000000000e+03,8.105000000000000000e+03,6.418000000000000000e+03,5.059000000000000000e+03,3.708000000000000000e+03,3.114000000000000000e+03,2.981000000000000000e+03,1.704030000000000000e+05,4.522000000000000000e+03,5.779000000000000000e+03,6.373000000000000000e+03,4.827000000000000000e+03,3.784000000000000000e+03,2.568000000000000000e+03,1.736000000000000000e+03,1.286000000000000000e+03,1.278000000000000000e+03,1.155000000000000000e+03,1.415000000000000000e+03,1.592000000000000000e+03,1.769000000000000000e+03,1.351000000000000000e+03,1.121000000000000000e+03,1.033000000000000000e+03,1.003000000000000000e+03,1.247940000000000000e+05,1.073000000000000000e+03,1.062000000000000000e+03,1.377000000000000000e+03
1.568000000000000000e+03,9.890000000000000000e+02,1.059000000000000000e+03,1.067000000000000000e+03,1.712000000000000000e+03,1.252000000000000000e+03,9.700000000000000000e+02,1.981700000000000000e+04,1.896000000000000000e+03,1.038000000000000000e+03,1.081000000000000000e+03,1.067000000000000000e+03,1.084000000000000000e+03,1.541240000000000000e+05,1.235000000000000000e+03,1.717000000000000000e+03,1.201000000000000000e+03,1.151000000000000000e+03,1.291000000000000000e+03,1.031580000000000000e+05,2.960000000000000000e+03,3.771300000000000000e+04,8.188000000000000000e+03,9.745000000000000000e+03,1.055200000000000000e+04,9.706000000000000000e+03,8.720000000000000000e+03,8.472000000000000000e+03,6.449000000000000000e+03,2.969300000000000000e+04,5.617000000000000000e+03,4.430000000000000000e+03,3.852000000000000000e+03,1.483440000000000000e+05,5.164000000000000000e+03,5.598000000000000000e+03,6.034000000000000000e+03,5.081000000000000000e+03,1.443040000000000000e+05,2.661000000000000000e+03,1.607590000000000000e+05,1.271000000000000000e+03,3.689500000000000000e+04,1.153000000000000000e+03,1.543000000000000000e+03,1.303000000000000000e+03,1.167000000000000000e+03,1.418000000000000000e+03,1.066000000000000000e+03,1.185000000000000000e+03,9.800000000000000000e+02,9.100000000000000000e+02,1.052000000000000000e+03,9.580000000000000000e+02,1.170000000000000000e+03,9.830000000000000000e+02
9.670000000000000000e+02,9.870000000000000000e+02,1.502000000000000000e+03,1.001000000000000000e+03,1.065000000000000000e+03,1.073000000000000000e+03,4.748100000000000000e+04,1.520000000000000000e+03,1.105000000000000000e+03,1.070000000000000000e+03,1.184000000000000000e+03,1.105000000000000000e+03,1.196000000000000000e+03,1.515000000000000000e+03,1.179000000000000000e+03,1.204000000000000000e+03,1.205000000000000000e+03,1.263000000000000000e+03,1.841000000000000000e+03,2.904000000000000000e+03,5.054000000000000000e+03,6.914000000000000000e+03,9.076000000000000000e+03,1.024000000000000000e+04,9.772000000000000000e+03,8.072000000000000000e+03,6.677000000000000000e+03,1.022190000000000000e+05,5.702000000000000000e+03,5.976000000000000000e+03,1.807500000000000000e+05,5.554000000000000000e+03,6.083000000000000000e+03,5.752000000000000000e+03,5.872000000000000000e+03,6.035000000000000000e+03,4.939000000000000000e+03,3.912000000000000000e+03,2.855000000000000000e+03,1.660000000000000000e+03,1.635000000000000000e+03,1.269000000000000000e+03,1.425000000000000000e+03,1.471000000000000000e+03,1.492000000000000000e+03,1.652000000000000000e+03,1.115000000000000000e+03,1.228000000000000000e+03,1.125000000000000000e+03,1.130000000000000000e+03,2.177340000000000000e+05,1.417000000000000000e+03,1.839000000000000000e+03,1.121000000000000000e+03,9.960000000000000000e+02,1.282000000000000000e+03
1.157000000000000000e+03,1.222000000000000000e+03,1.224000000000000000e+03,1.120000000000000000e+03,1.095000000000000000e+03,1.329000000000000000e+03,1.073000000000000000e+03,1.850740000000000000e+05,1.682000000000000000e+03,1.091000000000000000e+03,2.143780000000000000e+05,1.710610000000000000e+05,1.120000000000000000e+03,1.063000000000000000e+03,1.283000000000000000e+03,1.413000000000000000e+03,1.355000000000000000e+03,1.458000000000000000e+03,2.085000000000000000e+03,3.237000000000000000e+03,5.100500000000000000e+04,7.786000000000000000e+03,9.820000000000000000e+03,8.640300000000000000e+04,8.664000000000000000e+03,6.944000000000000000e+03,5.301000000000000000e+03,3.079600000000000000e+04,5.502000000000000000e+03,5.983000000000000000e+03,7.144000000000000000e+03,7.588000000000000000e+03,7.634000000000000000e+03,7.098000000000000000e+03,7.135000000000000000e+03,4.489000000000000000e+03,3.298000000000000000e+03,2.145000000000000000e+03,1.551000000000000000e+03,2.667000000000000000e+03,1.418000000000000000e+03,1.213000000000000000e+03,1.119000000000000000e+03,1.202000000000000000e+03,1.224000000000000000e+03,1.516000000000000000e+03,1.445000000000000000e+03,1.109000000000000000e+03,1.898820000000000000e+05,9.930000000000000000e+02,1.535000000000000000e+03,1.024000000000000000e+03,1.166000000000000000e+03,1.057000000000000000e+03,1.029000000000000000e+03,1.005000000000000000e+03
1.133000000000000000e+03,1.018000000000000000e+03,1.420000000000000000e+03,1.116000000000000000e+03,1.032000000000000000e+03,1.067000000000000000e+03,6.112400000000000000e+04,1.035000000000000000e+03,1.092000000000000000e+03,1.669000000000000000e+03,1.317000000000000000e+03,1.170000000000000000e+03,1.550000000000000000e+03,1.204000000000000000e+03,1.146000000000000000e+03,1.436000000000000000e+03,1.566000000000000000e+03,1.378000000000000000e+03,2.130000000000000000e+03,1.273300000000000000e+04,6.330000000000000000e+03,6.476400000000000000e+04,9.947000000000000000e+03,9.636000000000000000e+03,7.778000000000000000e+03,5.810000000000000000e+03,4.163000000000000000e+03,3.627000000000000000e+03,5.066000000000000000e+03,6.753000000000000000e+03,7.862000000000000000e+03,8.389000000000000000e+03,8.222000000000000000e+03,6.509000000000000000e+03,4.470000000000000000e+03,2.669000000000000000e+03,1.714000000000000000e+03,1.262000000000000000e+03,1.478000000000000000e+03,1.195000000000000000e+03,1.870000000000000000e+03,1.237000000000000000e+03,1.227000000000000000e+03,1.563010000000000000e+05,1.110000000000000000e+03,1.136000000000000000e+03,1.069000000000000000e+03,1.463000000000000000e+03,1.069000000000000000e+03,1.227000000000000000e+03,1.524000000000000000e+03,9.790000000000000000e+02,9.490000000000000000e+02,1.079000000000000000e+03,1.114000000000000000e+03,9.920000000000000000e+02
1.052000000000000000e+03,1.008000000000000000e+03,1.049000000000000000e+03,1.496000000000000000e+03,1.050000000000000000e+03,1.081000000000000000e+03,1.588000000000000000e+03,1.482000000000000000e+03,1.141000000000000000e+03,1.248650000000000000e+05,1.208000000000000000e+03,1.106000000000000000e+03,1.150000000000000000e+03,1.140000000000000000e+03,1.289000000000000000e+03,1.235000000000000000e+03,1.129000000000000000e+03,1.321000000000000000e+03,2.408000000000000000e+03,4.233000000000000000e+03,6.482000000000000000e+03,7.901400000000000000e+04,1.004100000000000000e+04,9.599000000000000000e+03,7.578000000000000000e+03,5.489000000000000000e+03,4.023000000000000000e+03,4.333000000000000000e+03,6.111000000000000000e+03,7.868000000000000000e+03,8.678000000000000000e+03,8.389000000000000000e+03,6.785000000000000000e+03,4.884000000000000000e+03,2.729000000000000000e+03,1.772270000000000000e+05,1.333000000000000000e+03,1.414000000000000000e+03,1.198000000000000000e+03,1.091000000000000000e+03,1.327000000000000000e+03,1.104000000000000000e+03,1.084000000000000000e+03,1.151000000000000000e+03,1.212000000000000000e+03,1.109000000000000000e+03,1.128000000000000000e+03,1.297000000000000000e+03,1.075000000000000000e+03,1.008000000000000000e+03,1.034000000000000000e+03,1.296000000000000000e+03,9.680000000000000000e+02,9.700000000000000000e+02,1.240000000000000000e+03,1.304000000000000000e+03
1.037000000000000000e+03,9.680000000000000000e+02,1.028000000000000000e+03,1.060000000000000000e+03,1.036000000000000000e+03,1.002000000000000000e+03,1.156000000000000000e+03,1.501000000000000000e+03,1.091000000000000000e+03,1.082000000000000000e+03,1.312000000000000000e+03,1.045000000000000000e+03,1.499000000000000000e+03,1.137000000000000000e+03,1.309000000000000000e+03,1.175000000000000000e+03,1.223000000000000000e+03,1.418000000000000000e+03,2.667000000000000000e+03,4.519000000000000000e+03,6.912000000000000000e+03,8.627000000000000000e+03,9.763000000000000000e+03,9.634000000000000000e+03,9.463700000000000000e+04,6.601000000000000000e+03,5.581000000000000000e+03,5.903000000000000000e+03,7.613000000000000000e+03,8.576000000000000000e+03,8.323000000000000000e+03,7.415000000000000000e+03,7.287000000000000000e+03,3.626000000000000000e+03,2.371000000000000000e+03,8.489900000000000000e+04,1.516000000000000000e+03,1.233000000000000000e+03,1.230000000000000000e+03,1.087000000000000000e+03,1.095000000000000000e+03,1.094000000000000000e+03,1.128000000000000000e+03,1.083000000000000000e+03,1.038000000000000000e+03,1.139000000000000000e+03,1.368000000000000000e+03,1.256000000000000000e+03,1.172000000000000000e+03,1.032000000000000000e+03,1.658000000000000000e+03,1.088000000000000000e+03,9.980000000000000000e+02,1.064000000000000000e+03,1.138000000000000000e+03,9.650000000000000000e+02
1.015040000000000000e+05,1.204000000000000000e+03,1.272000000000000000e+03,6.258800000000000000e+04,1.044000000000000000e+03,1.057000000000000000e+03,1.045000000000000000e+03,1.065000000000000000e+03,1.692000000000000000e+03,2.051100000000000000e+05,1.077000000000000000e+03,2.731100000000000000e+04,1.004000000000000000e+03,1.655000000000000000e+03,1.498000000000000000e+03,1.368000000000000000e+03,1.184000000000000000e+03,1.651000000000000000e+03,1.977000000000000000e+03,4.354000000000000000e+03,6.127000000000000000e+03,8.187000000000000000e+03,9.790000000000000000e+03,1.033100000000000000e+04,1.024600000000000000e+04,9.425000000000000000e+03,8.377000000000000000e+03,7.445000000000000000e+03,7.444000000000000000e+03,8.213000000000000000e+03,1.148290000000000000e+05,6.279000000000000000e+03,4.989000000000000000e+03,3.921000000000000000e+03,2.608000000000000000e+03,1.736000000000000000e+03,1.246000000000000000e+03,1.449000000000000000e+03,1.115000000000000000e+03,1.094000000000000000e+03,1.925540000000000000e+05,1.127000000000000000e+03,1.015000000000000000e+03,1.066000000000000000e+03,1.031000000000000000e+03,9.680000000000000000e+02,9.620000000000000000e+02,4.182000000000000000e+03,1.445000000000000000e+03,1.061000000000000000e+03,1.148000000000000000e+03,1.242000000000000000e+03,9.630000000000000000e+02,9.380000000000000000e+02,9.540000000000000000e+02,1.177000000000000000e+03
9.680000000000000000e+02,9.940000000000000000e+02,1.133000000000000000e+03,1.131000000000000000e+03,1.283000000000000000e+03,1.243000000000000000e+03,1.356000000000000000e+03,1.368000000000000000e+03,1.135000000000000000e+03,1.177000000000000000e+03,1.057000000000000000e+03,1.132000000000000000e+03,1.159000000000000000e+03,1.356000000000000000e+03,1.183000000000000000e+03,1.192000000000000000e+03,1.323000000000000000e+03,1.618000000000000000e+03,1.686000000000000000e+03,3.082000000000000000e+03,2.163490000000000000e+05,7.611000000000000000e+03,1.029000000000000000e+04,1.183200000000000000e+04,2.142120000000000000e+05,1.063100000000000000e+04,8.211000000000000000e+03,6.815000000000000000e+03,5.518000000000000000e+03,5.892000000000000000e+03,5.646000000000000000e+03,5.796000000000000000e+03,5.227000000000000000e+03,4.026000000000000000e+03,3.017000000000000000e+03,2.217000000000000000e+03,1.541000000000000000e+03,1.841000000000000000e+03,1.228000000000000000e+03,1.176000000000000000e+03,1.057000000000000000e+03,1.157000000000000000e+03,1.138000000000000000e+03,1.102000000000000000e+03,9.600000000000000000e+02,1.207000000000000000e+03,9.560000000000000000e+02,1.173000000000000000e+03,1.251000000000000000e+03,1.165000000000000000e+03,1.022000000000000000e+03,1.016000000000000000e+03,1.194000000000000000e+03,1.291000000000000000e+03,1.469000000000000000e+03,1.191000000000000000e+03
1.175000000000000000e+05,1.073000000000000000e+03,1.102000000000000000e+03,1.053000000000000000e+03,1.032000000000000000e+03,2.421540000000000000e+05,1.176000000000000000e+03,1.058000000000000000e+03,1.270000000000000000e+03,1.107000000000000000e+03,1.114000000000000000e+03,1.141000000000000000e+03,1.081000000000000000e+03,1.137000000000000000e+03,1.151000000000000000e+03,2.319000000000000000e+03,1.436000000000000000e+03,1.391000000000000000e+03,1.400000000000000000e+03,1.752110000000000000e+05,4.335000000000000000e+03,7.378000000000000000e+03,1.000700000000000000e+04,1.219300000000000000e+04,1.189000000000000000e+04,9.870000000000000000e+03,7.691000000000000000e+03,5.403000000000000000e+03,4.574000000000000000e+03,5.289000000000000000e+03,5.856000000000000000e+03,5.713000000000000000e+03,5.123000000000000000e+03,4.011000000000000000e+03,2.518130000000000000e+05,1.773000000000000000e+03,1.339000000000000000e+03,1.228000000000000000e+03,1.169000000000000000e+03,1.239000000000000000e+03,1.106000000000000000e+03,1.071000000000000000e+03,1.090000000000000000e+03,1.124000000000000000e+03,1.105000000000000000e+03,1.239000000000000000e+03,1.027000000000000000e+03,1.055000000000000000e+03,1.057000000000000000e+03,1.059000000000000000e+03,1.509000000000000000e+03,1.216000000000000000e+03,1.033000000000000000e+03,9.910000000000000000e+02,9.750000000000000000e+02,9.590000000000000000e+02
9.990000000000000000e+02,1.007000000000000000e+03,1.015000000000000000e+03,1.019000000000000000e+03,1.045000000000000000e+03,1.039000000000000000e+03,1.493000000000000000e+03,9.990000000000000000e+02,1.341000000000000000e+03,1.055000000000000000e+03,1.254000000000000000e+03,1.138000000000000000e+03,1.076000000000000000e+03,1.105000000000000000e+03,1.163000000000000000e+03,1.147000000000000000e+03,2.263000000000000000e+03,1.261000000000000000e+03,1.704000000000000000e+03,2.772000000000000000e+03,4.897000000000000000e+03,7.878000000000000000e+03,2.217350000000000000e+05,1.160200000000000000e+04,1.162000000000000000e+04,1.061100000000000000e+04,8.045000000000000000e+03,2.487750000000000000e+05,5.239000000000000000e+03,2.328630000000000000e+05,6.087000000000000000e+03,5.950000000000000000e+03,5.081000000000000000e+03,3.665000000000000000e+03,2.508000000000000000e+03,1.611000000000000000e+03,1.258000000000000000e+03,1.261000000000000000e+03,1.113000000000000000e+03,1.706000000000000000e+03,1.087000000000000000e+03,1.035000000000000000e+03,2.140720000000000000e+05,1.168000000000000000e+03,1.619690000000000000e+05,1.009000000000000000e+03,1.009000000000000000e+03,1.673460000000000000e+05,9.420000000000000000e+02,1.101000000000000000e+03,1.218000000000000000e+03,1.853000000000000000e+03,9.659000000000000000e+03,1.028000000000000000e+03,1.041000000000000000e+03,9.730000000000000000e+02
9.520000000000000000e+02,3.110300000000000000e+04,1.121000000000000000e+03,1.185000000000000000e+03,1.089000000000000000e+03,1.072000000000000000e+03,1.023000000000000000e+03,1.463000000000000000e+03,9.890000000000000000e+02,1.128000000000000000e+03,1.120000000000000000e+03,1.858000000000000000e+03,1.636000000000000000e+03,1.331000000000000000e+03,1.164000000000000000e+03,1.295000000000000000e+03,1.692680000000000000e+05,2.610000000000000000e+03,3.067000000000000000e+03,4.087000000000000000e+03,5.166000000000000000e+03,7.575000000000000000e+03,9.380000000000000000e+03,1.112800000000000000e+04,1.063800000000000000e+04,1.072200000000000000e+04,1.036900000000000000e+04,3.883400000000000000e+04,7.381000000000000000e+03,1.682250000000000000e+05,6.102000000000000000e+03,6.523000000000000000e+03,4.826000000000000000e+03,3.629000000000000000e+03,2.704000000000000000e+03,1.851420000000000000e+05,1.306000000000000000e+03,1.567000000000000000e+03,1.078000000000000000e+03,1.274000000000000000e+03,1.153000000000000000e+03,1.180000000000000000e+03,8.260200000000000000e+04,1.059000000000000000e+03,1.068000000000000000e+03,1.048000000000000000e+03,1.019000000000000000e+03,1.292000000000000000e+03,1.795610000000000000e+05,1.016000000000000000e+03,1.087000000000000000e+03,1.080000000000000000e+03,1.031000000000000000e+03,9.840000000000000000e+02,9.160000000000000000e+02,8.780000000000000000e+02
1.114000000000000000e+03,1.010000000000000000e+03,1.049000000000000000e+03,9.410000000000000000e+02,9.850000000000000000e+02,1.048000000000000000e+03,1.130000000000000000e+03,1.144000000000000000e+03,1.489000000000000000e+03,1.079000000000000000e+03,1.047000000000000000e+03,1.061000000000000000e+03,1.440000000000000000e+03,1.284000000000000000e+03,1.553000000000000000e+03,1.577000000000000000e+03,2.075000000000000000e+03,2.821000000000000000e+03,4.056000000000000000e+03,5.241000000000000000e+03,5.704000000000000000e+03,5.670000000000000000e+03,6.061000000000000000e+03,7.312000000000000000e+03,8.493000000000000000e+03,9.314000000000000000e+03,1.028800000000000000e+04,1.106300000000000000e+04,9.486000000000000000e+03,8.462000000000000000e+03,7.070000000000000000e+03,3.434300000000000000e+04,4.664000000000000000e+03,3.220000000000000000e+03,2.187000000000000000e+03,1.591000000000000000e+03,2.360620000000000000e+05,1.357000000000000000e+03,1.234000000000000000e+03,1.328000000000000000e+03,1.043000000000000000e+03,1.208000000000000000e+03,1.251000000000000000e+03,1.111000000000000000e+03,1.083000000000000000e+03,1.050000000000000000e+03,1.122000000000000000e+03,1.075000000000000000e+03,1.596000000000000000e+03,1.048000000000000000e+03,1.018000000000000000e+03,9.150000000000000000e+02,9.650000000000000000e+02,9.660000000000000000e+02,1.086000000000000000e+03,9.290000000000000000e+02
1.783080000000000000e+05,1.017000000000000000e+03,9.520000000000000000e+02,1.064000000000000000e+03,1.030000000000000000e+03,1.164000000000000000e+03,1.411000000000000000e+03,1.106000000000000000e+03,1.050000000000000000e+03,1.159000000000000000e+03,1.031000000000000000e+03,1.238000000000000000e+03,1.070000000000000000e+03,1.364000000000000000e+03,1.257000000000000000e+03,1.540000000000000000e+03,2.575000000000000000e+03,3.769000000000000000e+03,4.654000000000000000e+03,5.624000000000000000e+03,5.610000000000000000e+03,4.567000000000000000e+03,1.780510000000000000e+05,4.201000000000000000e+03,6.462000000000000000e+03,8.097000000000000000e+03,1.054700000000000000e+04,1.143900000000000000e+04,1.228300000000000000e+04,1.135900000000000000e+04,9.229000000000000000e+03,7.391000000000000000e+03,1.506400000000000000e+05,3.105000000000000000e+03,2.224000000000000000e+03,1.373000000000000000e+03,1.279000000000000000e+03,1.239770000000000000e+05,1.453000000000000000e+03,1.139000000000000000e+03,1.221000000000000000e+03,1.114000000000000000e+03,1.334000000000000000e+03,1.068600000000000000e+04,1.764000000000000000e+03,1.042000000000000000e+03,1.009000000000000000e+03,1.067000000000000000e+03,9.730000000000000000e+02,1.305000000000000000e+03,1.050000000000000000e+03,9.760000000000000000e+02,9.450000000000000000e+02,1.105000000000000000e+03,1.024000000000000000e+03,9.460000000000000000e+02
